HILLIARD DARRUN,21:10,12,3/5,2/4,0,0,0,0,0,1,1,0,1,1,0,6,10.29.2020,CSKA,Valencia,TRUE
HACKETT DANIEL,21:09,9,0/1,3/6,0,0,1,1,2,0,0,0,0,4,2,6,10.29.2020,CSKA,Valencia,TRUE
ANTONOV SEMEN,11:59,3,0,1/1,0,0,0,0,0,1,0,0,0,0,0,4,10.29.2020,CSKA,Valencia,TRUE
STRELNIEKS JANIS,10:02,2,1/3,0/1,0,0,0,0,2,0,0,0,0,2,0,-1,10.29.2020,CSKA,Valencia,TRUE
VOIGTMANN JOHANNES,19:31,11,2/4,2/3,1/1,3,4,7,1,0,0,0,1,2,1,14,10.29.2020,CSKA,Valencia,TRUE
CLYBURN WILL,24:58,15,2/5,2/7,5/6,1,4,5,2,1,2,0,0,2,5,15,10.29.2020,CSKA,Valencia,TRUE
SHENGELIA TORNIKE,23:22,10,4/9,0/1,2/4,3,3,6,2,0,1,0,0,1,3,11,10.29.2020,CSKA,Valencia,TRUE
MILUTINOV NIKOLA,25:08,3,1/3,0,1/2,5,3,8,3,1,1,2,0,2,3,14,10.29.2020,CSKA,Valencia,TRUE
KURBANOV NIKITA,15:02,2,0/1,0/2,2/4,0,1,1,0,1,0,0,0,2,3,0,10.29.2020,CSKA,Valencia,TRUE
BOLOMBOY JOEL,21:56,6,3/3,0/1,0,2,2,4,1,0,2,0,0,2,0,6,11.06.2020,CSKA,Panathinaikos,FALSE
JAMES MIKE,22:53,10,1/4,2/6,2/4,0,2,2,5,0,2,0,2,2,4,6,11.06.2020,CSKA,Panathinaikos,FALSE
HILLIARD DARRUN,17:20,14,0/2,4/6,2/2,0,0,0,2,1,0,1,0,2,2,14,11.06.2020,CSKA,Panathinaikos,FALSE
HACKETT DANIEL,21:58,13,1/3,2/5,5/6,0,0,0,4,2,0,0,0,4,5,14,11.06.2020,CSKA,Panathinaikos,FALSE
STRELNIEKS JANIS,17:23,9,1/2,2/4,1/1,0,0,0,2,0,0,0,0,1,0,7,11.06.2020,CSKA,Panathinaikos,FALSE
VOIGTMANN JOHANNES,25:12,5,1/3,1/2,0,1,5,6,2,1,0,1,0,0,0,12,11.06.2020,CSKA,Panathinaikos,FALSE
CLYBURN WILL,27:15,15,4/6,0/2,7/7,1,6,7,0,0,2,0,0,2,6,20,11.06.2020,CSKA,Panathinaikos,FALSE
SHENGELIA TORNIKE,15:48,6,2/4,0/2,2/4,3,1,4,3,0,1,0,0,4,3,5,11.06.2020,CSKA,Panathinaikos,FALSE
MILUTINOV NIKOLA,14:53,6,2/3,0,2/4,4,2,6,0,0,0,1,0,0,3,13,11.06.2020,CSKA,Panathinaikos,FALSE
KURBANOV NIKITA,15:22,5,1/2,1/2,0,1,1,2,0,1,0,0,0,2,1,5,11.06.2020,CSKA,Panathinaikos,FALSE
